ï»¿OBJECTID,Event Number,Complaint Number,Tencode,Tencode Description,Tencode Suffix,Tencode Suffix Description,Disposition Code,Disposition Description,Block,Street Name,Unit Dispatched,Shift,Sector,Zone,Latitude,Longitude,RPA,Call_Received
88133,PD202400247924,,40,SUSPICIOUS PERSON,R,REPORT,4,ASSISTED CITIZEN,3500,PIN HOOK RD,57A33,A,H,335,36.051,-86.61,8927,2024-03-27 13:18:01
88134,PD202400283588,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,5,GONE ON ARRIVAL,3500,PIN HOOK RD,3C65,C,H,335,36.051,-86.61,8927,2024-04-09 00:00:59
88136,PD202400341969,,44,DISORDERLY PERSON,R,REPORT,6,ASSISTED OTHER UNIT,3500,PIN HOOK RD,333A,A,H,335,36.051,-86.61,8927,2024-04-29 11:52:14
88137,PD202400181531,20240152905,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,6,ASSISTED OTHER UNIT,3500,PIN HOOK RD,5266,B,H,335,36.051,-86.61,8927,2024-03-04 20:09:06
88138,PD202400181570,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,PM,,4,ASSISTED CITIZEN,3500,PIN HOOK RD,3C64,B,H,335,36.051,-86.61,8927,2024-03-04 20:24:59
88139,PD202400321953,,45,VEHICLE ACCIDENT - PROPERTY DAMAGE,P,PROGRESS,10,NO RESPONSE,3500,PIN HOOK RD,335C,A,H,335,36.051,-86.61,8927,2024-04-22 13:10:11
88140,PD202400237140,,88,INVESTIGATE 911 HANG-UP CALL,PW,,5,GONE ON ARRIVAL,3500,PIN HOOK RD,335B,B,H,335,36.051,-86.61,8927,2024-03-23 15:25:11
88141,PD202400249204,,83,SHOTS FIRED,P,PROGRESS,5,GONE ON ARRIVAL,3500,PIN HOOK RD,3502,B,H,335,36.051,-86.61,8927,2024-03-27 20:35:24
88142,PD202400249217,,83,SHOTS FIRED,P,PROGRESS,11,DISREGARD / SIGNAL 9,3500,PIN HOOK RD,,B,H,335,36.051,-86.61,8927,2024-03-27 20:38:56
88143,PD202400310353,,45,VEHICLE ACCIDENT - PROPERTY DAMAGE,P,PROGRESS,11,DISREGARD / SIGNAL 9,3500,PIN HOOK RD,310C,C,H,335,36.051,-86.61,8927,2024-04-18 00:52:56
88144,PD202400249841,,93,TRAFFIC VIOLATION,,,6T,,3500,PIN HOOK RD,335B,C,H,335,36.051,-86.61,8927,2024-03-27 23:10:22
88145,PD202400264492,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,11,DISREGARD / SIGNAL 9,3500,PIN HOOK RD,311A,A,H,335,36.051,-86.61,8927,2024-04-02 07:35:03
88146,PD202400334242,,46,VEHICLE ACCIDENT - PERSONAL INJURY,P,PROGRESS,6,ASSISTED OTHER UNIT,3500,PIN HOOK RD,333A,A,H,335,36.051,-86.61,8927,2024-04-26 07:49:25
88147,PD202400236672,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,PV,,4,ASSISTED CITIZEN,3500,PIN HOOK RD,337A,A,H,335,36.051,-86.61,8927,2024-03-23 10:03:07
88150,PD202400348815,,62,PERSON SCREAMING,P,PROGRESS,11,DISREGARD / SIGNAL 9,3500,PIN HOOK RD,,A,H,335,36.051,-86.61,8927,2024-05-01 14:29:06
88151,PD202400181434,,83,SHOTS FIRED,P,PROGRESS,5,GONE ON ARRIVAL,3500,PIN HOOK RD,335B,B,H,335,36.051,-86.61,8927,2024-03-04 19:29:29
88152,PD202400279640,,61,FIRE,P,PROGRESS,11,DISREGARD / SIGNAL 9,3500,PIN HOOK RD,,A,H,335,36.051,-86.61,8927,2024-04-07 14:20:02
88153,PD202400239694,,88,INVESTIGATE 911 HANG-UP CALL,PW,,5,GONE ON ARRIVAL,3500,PIN HOOK RD,335C,B,H,335,36.051,-86.61,8927,2024-03-24 20:07:04
88154,PD202400401175,,88,INVESTIGATE 911 HANG-UP CALL,P,PROGRESS,13,FALSE CALL,3500,PIN HOOK RD,333B,B,H,335,36.051,-86.61,8927,2024-05-19 18:39:04
88155,PD202400425062,,50,THEFT,R,REPORT,5,GONE ON ARRIVAL,3500,PIN HOOK RD,337C,C,H,335,36.051,-86.61,8927,2024-05-28 01:35:12
88157,PD202400421975,,63,SUICIDAL PERSON,P,PROGRESS,11,DISREGARD / SIGNAL 9,3500,PIN HOOK RD,,B,H,335,36.051,-86.61,8927,2024-05-26 22:05:54
88158,PD202400369014,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,PM,,4,ASSISTED CITIZEN,3500,PIN HOOK RD,335B,B,H,335,36.051,-86.61,8927,2024-05-08 16:44:39
88159,PD202400367970,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,11,DISREGARD / SIGNAL 9,3500,PIN HOOK RD,,A,H,335,36.051,-86.61,8927,2024-05-08 09:17:35
88160,PD202400360017,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,A,ALARM,5,GONE ON ARRIVAL,3500,PIN HOOK RD,331B,B,H,335,36.051,-86.61,8927,2024-05-05 17:44:41
88161,PD202400384090,20240320856,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,PM,,11,DISREGARD / SIGNAL 9,3500,PIN HOOK RD,313C,C,H,335,36.051,-86.61,8927,2024-05-13 23:02:40
88165,PD202400425899,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,1,M.P.D. REPORT COMPLED,3500,PIN HOOK RD,57A17,A,H,335,36.051,-86.61,8927,2024-05-28 09:51:32
88166,PD202400394791,,49,VEHICLE BLOCKING RIGHT OF WAY,P,PROGRESS,11,DISREGARD / SIGNAL 9,3500,PIN HOOK RD,,A,H,335,36.051,-86.61,8927,2024-05-17 07:10:02
88167,PD202400419686,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,PM,,11,DISREGARD / SIGNAL 9,3500,PIN HOOK RD,323C,B,H,335,36.051,-86.61,8927,2024-05-25 21:22:03
88171,PD202400485834,,83,SHOTS FIRED,P,PROGRESS,5,GONE ON ARRIVAL,3500,PIN HOOK RD,7314,B,H,335,36.051,-86.61,8927,2024-06-17 20:55:10
88172,PD202400457002,,50,THEFT,RV,,4,ASSISTED CITIZEN,3500,PIN HOOK RD,335A,B,H,335,36.051,-86.61,8927,2024-06-07 16:21:30
88174,PD202400523739,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,,,3500,PIN HOOK RD,335C,B,H,335,36.051,-86.61,8927,2024-06-30 19:47:09
88176,PD202400522931,,50,THEFT,TV,,11,DISREGARD / SIGNAL 9,3500,PIN HOOK RD,,A,H,335,36.051,-86.61,8927,2024-06-30 11:02:51
88177,PD202400514258,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,PV,,4,ASSISTED CITIZEN,3500,PIN HOOK RD,337A,A,H,335,36.051,-86.61,8927,2024-06-27 10:04:25
88180,PD202400494320,20240410692,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,R,REPORT,1,M.P.D. REPORT COMPLED,3500,PIN HOOK RD,57A22,A,H,335,36.051,-86.61,8927,2024-06-20 14:13:16
88181,PD202400456048,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,4,ASSISTED CITIZEN,3500,PIN HOOK RD,395A,A,H,335,36.051,-86.61,8927,2024-06-07 08:19:54
88182,PD202400464293,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,4,ASSISTED CITIZEN,3500,PIN HOOK RD,335A,B,H,335,36.051,-86.61,8927,2024-06-10 16:30:37
88183,PD202400559845,,50,THEFT,TV,,11,DISREGARD / SIGNAL 9,3500,PIN HOOK RD,,A,H,335,36.051,-86.61,8927,2024-07-13 06:21:34
88184,PD202400543064,,88,INVESTIGATE 911 HANG-UP CALL,PW,,14,ASSISTANCE REFUSED,3500,PIN HOOK RD,337B,B,H,335,36.051,-86.61,8927,2024-07-07 17:38:41
88185,PD202400557352,,50,THEFT,TV,,5,GONE ON ARRIVAL,3500,PIN HOOK RD,335B,A,H,335,36.051,-86.61,8927,2024-07-12 10:54:28
88188,PD202400588901,,50,THEFT,R,REPORT,4,ASSISTED CITIZEN,3500,PIN HOOK RD,SAPR2,B,H,335,36.051,-86.61,8927,2024-07-23 19:32:48
88191,PD202400619749,20240511884,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,PJ,,6,ASSISTED OTHER UNIT,3500,PIN HOOK RD,333B,B,H,335,36.051,-86.61,8927,2024-08-03 18:09:35
88192,PD202400616705,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,PM,,6,ASSISTED OTHER UNIT,3500,PIN HOOK RD,333B,B,H,335,36.051,-86.61,8927,2024-08-02 15:25:52
88193,PD202400585898,,50,THEFT,R,REPORT,5,GONE ON ARRIVAL,3500,PIN HOOK RD,57A59,B,H,335,36.051,-86.61,8927,2024-07-22 20:10:00
88194,PD202400609758,,46,VEHICLE ACCIDENT - PERSONAL INJURY,P,PROGRESS,1,M.P.D. REPORT COMPLED,3500,PIN HOOK RD,337A,A,H,335,36.051,-86.61,8927,2024-07-31 08:22:49
88197,PD202400333032,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,R,REPORT,2,"""ARREST CUSTODIAL OR CITATION""",700,RIVERGATE PKWY,GVPD,B,M,727,36.305,-86.703,1753,2024-04-25 20:50:44
88198,PD202400601603,,93,TRAFFIC VIOLATION,,,3,CITATION - TRAFFIC,700,RIVERGATE PKWY,GVPD,A,M,727,36.305,-86.703,1753,2024-07-28 09:29:53
88199,PD202400076064,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,4,ASSISTED CITIZEN,500,MAIN ST,212C,C,C,211,36.173,-86.765,1113,2024-01-30 03:13:20
88200,PD202400146943,,88,INVESTIGATE 911 HANG-UP CALL,PW,,11,DISREGARD / SIGNAL 9,200,ORIEL AVE,,A,S,313,36.122,-86.743,8323,2024-02-22 09:31:05
88201,PD202400375376,,44,DISORDERLY PERSON,R,REPORT,10,NO RESPONSE,700,TULIP GROVE RD,523C,B,H,525,36.201,-86.592,9509,2024-05-10 15:25:40
88202,PD202400388520,20240324657,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,R,REPORT,,,700,TULIP GROVE RD,,A,H,525,36.201,-86.592,9509,2024-05-15 10:50:29
88203,PD202400466457,20240387979,50,THEFT,RV,,1,M.P.D. REPORT COMPLED,2100,BLAIR BLVD,817A,A,W,817,36.13,-86.803,5909,2024-06-11 08:38:55
88204,PD202400404231,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,PV,,4,ASSISTED CITIZEN,100,PENNY BRINK DR,832A,B,S,323,36.055,-86.681,8713,2024-05-20 19:50:55
88206,PD202400151077,,71,BURGLARY - NON-RESIDENCE,A,ALARM,11,DISREGARD / SIGNAL 9,200,S 17TH ST,,B,E,213,36.174,-86.74,1253,2024-02-23 15:15:57
88207,PD202400079715,,71,BURGLARY - NON-RESIDENCE,A,ALARM,13,FALSE CALL,200,S 17TH ST,215A,A,E,213,36.174,-86.74,1253,2024-01-31 07:25:58
88208,PD202400347525,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,A,ALARM,,,1100,RADNOR GLEN DR,,A,S,825,36.057,-86.816,7111,2024-05-01 06:30:03
88209,PD202400220822,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,A,ALARM,10,NO RESPONSE,1100,RADNOR GLEN DR,825A,A,S,825,36.057,-86.816,7111,2024-03-18 09:54:15
88210,PD202400534635,,71,BURGLARY - NON-RESIDENCE,A,ALARM,6,ASSISTED OTHER UNIT,0,,320A,A,S,337,36.024,-86.608,8869,2024-07-04 09:10:36
88211,PD202400449210,,71,BURGLARY - NON-RESIDENCE,A,ALARM,11,DISREGARD / SIGNAL 9,0,,,C,S,337,36.024,-86.608,8869,2024-06-05 01:18:57
88212,PD202400524281,,71,BURGLARY - NON-RESIDENCE,A,ALARM,12,LOCATION/BUILDING SECURE,0,,331C,C,S,337,36.024,-86.608,8869,2024-07-01 00:58:47
88213,PD202400619583,,71,BURGLARY - NON-RESIDENCE,A,ALARM,11,DISREGARD / SIGNAL 9,0,,331B,B,S,337,36.024,-86.608,8869,2024-08-03 16:40:37
88214,PD202400554463,,88,INVESTIGATE 911 HANG-UP CALL,PW,,5,GONE ON ARRIVAL,0,,7387,A,S,337,36.024,-86.608,8869,2024-07-11 13:26:37
88215,PD202400542982,,71,BURGLARY - NON-RESIDENCE,A,ALARM,11,DISREGARD / SIGNAL 9,0,,,B,S,337,36.024,-86.608,8869,2024-07-07 16:48:46
88216,PD202400049755,,70,BURGLARY - RESIDENCE,A,ALARM,6,ASSISTED OTHER UNIT,500,GENERAL KERSHAW DR,513A,C,H,527,36.232,-86.594,9721,2024-01-20 04:36:10
88217,PD202400210117,,70,BURGLARY - RESIDENCE,A,ALARM,11,DISREGARD / SIGNAL 9,500,GENERAL KERSHAW DR,517A,A,H,527,36.232,-86.594,9721,2024-03-14 07:31:07
88218,PD202400321731,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,4,ASSISTED CITIZEN,500,PAPPUS CT,631A,A,E,633,36.218,-86.794,3047,2024-04-22 11:38:59
88219,PD202400083264,20240069401,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,R,REPORT,1,M.P.D. REPORT COMPLED,400,BLACKMAN RD,57A34,A,S,825,36.075,-86.759,8613,2024-02-01 11:13:10
88220,PD202400323303,,83,SHOTS FIRED,P,PROGRESS,5,GONE ON ARRIVAL,400,BLACKMAN RD,825B,B,S,825,36.075,-86.759,8613,2024-04-22 21:49:48
88222,PD202400101287,,44,DISORDERLY PERSON,RJ,,5,GONE ON ARRIVAL,1500,MERIDIAN ST,57A22,A,E,221,36.201,-86.766,1869,2024-02-07 09:12:57
88223,PD202400520886,,70,BURGLARY - RESIDENCE,A,ALARM,11,DISREGARD / SIGNAL 9,1500,MERIDIAN ST,,A,E,221,36.201,-86.766,1869,2024-06-29 13:47:27
88224,PD202400602650,,88,INVESTIGATE 911 HANG-UP CALL,PW,,6,ASSISTED OTHER UNIT,1000,GOODBAR DR,531C,B,H,531,36.126,-86.701,8821,2024-07-28 21:18:16
88225,PD202400619815,,44,DISORDERLY PERSON,P,PROGRESS,11,DISREGARD / SIGNAL 9,100,OLD STONE BRIDGE RD,,B,M,725,36.337,-86.717,2135,2024-08-03 18:55:21
88226,PD202400599158,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,PV,,4,ASSISTED CITIZEN,100,OLD STONE BRIDGE RD,GVPD,A,M,725,36.337,-86.717,2135,2024-07-27 07:36:13
88227,PD202400421950,,49,VEHICLE BLOCKING RIGHT OF WAY,P,PROGRESS,3,CITATION - TRAFFIC,1300,BEECHWOOD AVE,ND714,B,W,817,36.125,-86.79,6513,2024-05-26 21:56:51
88228,PD202400552336,,96,BUSINESS CHECK,,,12,LOCATION/BUILDING SECURE,400,MYATT DR,7D54A,B,M,715,36.277,-86.69,1715,2024-07-10 19:42:29
88229,PD202400568622,,45,VEHICLE ACCIDENT - PROPERTY DAMAGE,P,PROGRESS,1,M.P.D. REPORT COMPLED,700,VANTREASE RD,723B,B,M,723,36.257,-86.728,1795,2024-07-16 15:50:53
88230,PD202400428933,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,A,ALARM,11,DISREGARD / SIGNAL 9,900,S 13TH ST,625A,A,C,213,36.165,-86.749,1049,2024-05-29 07:49:27
88231,PD202400154986,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,6,ASSISTED OTHER UNIT,600,S 7TH ST,211B,B,C,211,36.168,-86.757,1021,2024-02-24 22:57:09
88232,PD202400511786,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,6,ASSISTED OTHER UNIT,600,S 7TH ST,225B,B,C,211,36.168,-86.757,1021,2024-06-26 16:08:47
88233,PD202400531915,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,PJ,,4,ASSISTED CITIZEN,1200,FOSTER AVE,311A,A,C,311,36.134,-86.741,8113,2024-07-03 12:00:20
88234,PD202400460263,,75,MISSING PERSON,RJ,,10,NO RESPONSE,1200,FOSTER AVE,310C,C,C,311,36.134,-86.741,8113,2024-06-08 23:12:41
88235,PD202400492967,20240409613,57,FIGHT / ASSAULT,PJ,,6,ASSISTED OTHER UNIT,1200,FOSTER AVE,321C,C,C,311,36.134,-86.741,8113,2024-06-20 01:54:30
88236,PD202400607352,,75,MISSING PERSON,PJ,,1,M.P.D. REPORT COMPLED,1200,FOSTER AVE,311A,A,C,311,36.134,-86.741,8113,2024-07-30 13:15:05
88237,PD202400600010,,75,MISSING PERSON,PJ,,1,M.P.D. REPORT COMPLED,1200,FOSTER AVE,311B,B,C,311,36.134,-86.741,8113,2024-07-27 17:20:10
88238,PD202400610881,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,PJ,,4,ASSISTED CITIZEN,1200,FOSTER AVE,311B,B,C,311,36.134,-86.741,8113,2024-07-31 16:20:32
88239,PD202400574037,,57,FIGHT / ASSAULT,PJ,,4,ASSISTED CITIZEN,1200,FOSTER AVE,THP,A,C,311,36.134,-86.741,8113,2024-07-18 10:08:28
88240,PD202400007908,,40,SUSPICIOUS PERSON,PV,,9,SUBJECT WARNED,500,BEN ALLEN RD,225C,C,E,225,36.222,-86.746,1813,2024-01-04 00:16:40
88241,PD202400040055,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,4,ASSISTED CITIZEN,500,BEN ALLEN RD,225C,C,E,225,36.222,-86.746,1813,2024-01-15 23:58:18
88242,PD202400136210,,71,BURGLARY - NON-RESIDENCE,A,ALARM,12,LOCATION/BUILDING SECURE,4000,ARMORY OAKS DR,825C,C,S,821,36.104,-86.76,8525,2024-02-18 23:44:51
88243,PD202400002398,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,15,COMMUNITY POLICING,500,BEN ALLEN RD,225C,C,E,225,36.222,-86.746,1813,2024-01-02 03:13:09
88244,PD202400053047,,45,VEHICLE ACCIDENT - PROPERTY DAMAGE,P,PROGRESS,5,GONE ON ARRIVAL,500,BEN ALLEN RD,225C,B,E,225,36.222,-86.746,1813,2024-01-21 17:43:14
88245,PD202400020894,20240017494,50,THEFT,RC,,1,M.P.D. REPORT COMPLED,500,BEN ALLEN RD,225C,C,E,225,36.222,-86.746,1813,2024-01-09 02:33:52
88247,PD202400035373,,83,SHOTS FIRED,P,PROGRESS,5,GONE ON ARRIVAL,500,BEN ALLEN RD,225C,B,E,225,36.222,-86.746,1813,2024-01-13 19:33:20
88250,PD202400009591,,45,VEHICLE ACCIDENT - PROPERTY DAMAGE,P,PROGRESS,1,M.P.D. REPORT COMPLED,500,BEN ALLEN RD,227B,B,E,225,36.222,-86.746,1813,2024-01-04 15:50:28
88251,PD202400005167,20240004227,50,THEFT,RC,,1,M.P.D. REPORT COMPLED,500,BEN ALLEN RD,213C,C,E,225,36.222,-86.746,1813,2024-01-03 04:33:18
88252,PD202400005110,20240004173,50,THEFT,RC,,6,ASSISTED OTHER UNIT,500,BEN ALLEN RD,213C,C,E,225,36.222,-86.746,1813,2024-01-03 03:17:56
88253,PD202400066748,,15,COMMUNITY POLICING ACTIVITY,P,PROGRESS,15,COMMUNITY POLICING,500,BEN ALLEN RD,281A,A,E,225,36.222,-86.746,1813,2024-01-26 13:56:00
88254,PD202400153239,,93,TRAFFIC VIOLATION,,,9T,,500,BEN ALLEN RD,3793,A,E,225,36.222,-86.746,1813,2024-02-24 08:22:23
88255,PD202400068650,20240057121,50,THEFT,RC,,6,ASSISTED OTHER UNIT,500,BEN ALLEN RD,221C,C,E,225,36.222,-86.746,1813,2024-01-27 03:39:46
88256,PD202400059492,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,15,COMMUNITY POLICING,500,BEN ALLEN RD,227C,C,E,225,36.222,-86.746,1813,2024-01-24 03:28:10
88257,PD202400112218,20240093978,70,BURGLARY - RESIDENCE,P,PROGRESS,11,DISREGARD / SIGNAL 9,500,BEN ALLEN RD,821B,B,E,225,36.222,-86.746,1813,2024-02-10 19:52:48
88258,PD202400100704,20240084210,50,THEFT,RC,,1,M.P.D. REPORT COMPLED,500,BEN ALLEN RD,225C,C,E,225,36.222,-86.746,1813,2024-02-07 04:23:52
88259,PD202400133719,,83,SHOTS FIRED,P,PROGRESS,5,GONE ON ARRIVAL,500,BEN ALLEN RD,227C,C,E,225,36.222,-86.746,1813,2024-02-18 00:15:08
88260,PD202400138436,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,2W,,500,BEN ALLEN RD,253B,B,E,225,36.222,-86.746,1813,2024-02-19 20:03:21
88262,PD202400080963,,62,PERSON SCREAMING,P,PROGRESS,5,GONE ON ARRIVAL,500,BEN ALLEN RD,225B,B,E,225,36.222,-86.746,1813,2024-01-31 16:27:34
88263,PD202400112215,,54,PERSON WITH WEAPON,P,PROGRESS,11,DISREGARD / SIGNAL 9,500,BEN ALLEN RD,,B,E,225,36.222,-86.746,1813,2024-02-10 19:51:48
88264,PD202400177471,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,6,ASSISTED OTHER UNIT,500,BEN ALLEN RD,223A,A,E,225,36.222,-86.746,1813,2024-03-03 12:31:09
88265,PD202400198624,,44,DISORDERLY PERSON,R,REPORT,4,ASSISTED CITIZEN,500,BEN ALLEN RD,213B,A,E,225,36.222,-86.746,1813,2024-03-10 12:17:13
88266,PD202400253859,,93,TRAFFIC VIOLATION,,,9,SUBJECT WARNED,500,BEN ALLEN RD,7C61,C,E,225,36.222,-86.746,1813,2024-03-29 02:08:56
88268,PD202400328984,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,PV,,4,ASSISTED CITIZEN,500,BEN ALLEN RD,227B,B,E,225,36.222,-86.746,1813,2024-04-24 17:05:32
88269,PD202400302543,,57,FIGHT / ASSAULT,P,PROGRESS,6,ASSISTED OTHER UNIT,7200,CABOT DR,110C9,B,W,121,36.135,-86.896,4677,2024-04-15 16:53:28
88270,PD202400281590,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,8,ADVISED IN CIVIL CASE,500,BEN ALLEN RD,295A,A,E,225,36.222,-86.746,1813,2024-04-08 11:11:34
88271,PD202400280867,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,15,COMMUNITY POLICING,500,BEN ALLEN RD,227C,C,E,225,36.222,-86.746,1813,2024-04-08 04:27:23
88272,PD202400182916,,88,INVESTIGATE 911 HANG-UP CALL,PW,,13,FALSE CALL,500,BEN ALLEN RD,225A,A,E,225,36.222,-86.746,1813,2024-03-05 09:06:34
88273,PD202400293916,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,4,ASSISTED CITIZEN,500,BEN ALLEN RD,225C,A,E,225,36.222,-86.746,1813,2024-04-12 06:08:15
88274,PD202400182389,,40,SUSPICIOUS PERSON,PV,,6,ASSISTED OTHER UNIT,500,BEN ALLEN RD,215C,C,E,225,36.222,-86.746,1813,2024-03-05 02:58:57
88275,PD202400279985,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,PM,,4,ASSISTED CITIZEN,500,BEN ALLEN RD,225B,B,E,225,36.222,-86.746,1813,2024-04-07 18:06:10
88276,PD202400268211,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,PV,,4,ASSISTED CITIZEN,500,BEN ALLEN RD,225A,A,E,225,36.222,-86.746,1813,2024-04-03 13:40:45
88277,PD202400322334,20240270521,50,THEFT,RC,,1,M.P.D. REPORT COMPLED,500,BEN ALLEN RD,223A,B,E,225,36.222,-86.746,1813,2024-04-22 15:47:47
88278,PD202400445246,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,PJ,,5,GONE ON ARRIVAL,500,BEN ALLEN RD,227C,B,E,225,36.222,-86.746,1813,2024-06-03 21:25:45
88279,PD202400367029,,40,SUSPICIOUS PERSON,PV,,4,ASSISTED CITIZEN,500,BEN ALLEN RD,225C,C,E,225,36.222,-86.746,1813,2024-05-07 23:17:03
88281,PD202400519266,20240431098,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,1,M.P.D. REPORT COMPLED,500,BEN ALLEN RD,225C,B,E,225,36.222,-86.746,1813,2024-06-28 21:58:25
88282,PD202400450607,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,PM,,6,ASSISTED OTHER UNIT,500,BEN ALLEN RD,215A,A,E,225,36.222,-86.746,1813,2024-06-05 14:08:16
88284,PD202400477782,,61,FIRE,P,PROGRESS,11,DISREGARD / SIGNAL 9,500,BEN ALLEN RD,225B,B,E,225,36.222,-86.746,1813,2024-06-14 18:23:19
88286,PD202400452558,,88,INVESTIGATE 911 HANG-UP CALL,PW,,11,DISREGARD / SIGNAL 9,500,BEN ALLEN RD,,C,E,225,36.222,-86.746,1813,2024-06-06 02:39:20
88289,PD202400502498,20240417094,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,R,REPORT,1,M.P.D. REPORT COMPLED,500,BEN ALLEN RD,225A,A,E,225,36.222,-86.746,1813,2024-06-23 13:32:46
88291,PD202400549419,20240454461,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,6,ASSISTED OTHER UNIT,500,BEN ALLEN RD,211B,B,E,225,36.222,-86.746,1813,2024-07-09 20:28:53
88292,PD202400541093,,50,THEFT,R,REPORT,4,ASSISTED CITIZEN,500,BEN ALLEN RD,57A67,B,E,225,36.222,-86.746,1813,2024-07-06 19:02:28
88293,PD202400589741,20240487398,50,THEFT,RC,,1,M.P.D. REPORT COMPLED,500,BEN ALLEN RD,225C,C,E,225,36.222,-86.746,1813,2024-07-24 02:19:47
88294,PD202400475925,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,6,ASSISTED OTHER UNIT,1500,JEFFERSON ST,621C,C,W,613,36.17,-86.803,5415,2024-06-14 00:54:39
88295,PD202400050051,20240041723,64,CORPSE / D. O. A.,P,PROGRESS,1,M.P.D. REPORT COMPLED,2200,BLAIR BLVD,813A,A,W,817,36.131,-86.806,5901,2024-01-20 09:32:45
88296,PD202400123653,20240103923,44,DISORDERLY PERSON,R,REPORT,1,M.P.D. REPORT COMPLED,1000,BRENTWOOD PL,823B,B,S,827,36.047,-86.743,8653,2024-02-14 16:03:46
88297,PD202400169389,,43,WANT OFFICER FOR INVESTIGATION / ASSISTA,P,PROGRESS,4,ASSISTED CITIZEN,1000,BRENTWOOD PL,825B,B,S,827,36.047,-86.743,8653,2024-02-29 16:29:37
88298,PD202400175376,,44,DISORDERLY PERSON,R,REPORT,4,ASSISTED CITIZEN,1000,BRENTWOOD PL,827B,B,S,827,36.047,-86.743,8653,2024-03-02 16:23:35
88299,PD202400316532,,88,INVESTIGATE 911 HANG-UP CALL,PW,,13,FALSE CALL,6100,BAYPOINTE DR,523C,C,H,523,36.16,-86.584,9515,2024-04-19 23:00:14
88300,PD202400425350,,88,INVESTIGATE 911 HANG-UP CALL,PW,,6,ASSISTED OTHER UNIT,3400,MOONLIGHT DR,723A,C,M,721,36.248,-86.776,2027,2024-05-28 05:42:05
88303,PD202400331303,,87,SAFETY HAZARD,P,PROGRESS,4,ASSISTED CITIZEN,1400,,ND700,A,H,337,36.045,-86.59,8971,2024-04-25 10:25:38
88304,PD202400131040,,93,TRAFFIC VIOLATION,,,9,SUBJECT WARNED,300,OLD LEBANON DIRT RD,535C,B,H,525,36.191,-86.615,9507,2024-02-16 22:48:20
